Column1,Column2,Column3
2998,3790,2957
3043,3752,2872
3140,3750,2803
3165,3716,2658
3211,3713,2582
3211,3710,2491
3211,3705,2346
3211,3701,2309
3211,3641,2280
3165,3601,2218
3090,3598,2125
3060,3324,2125
2859,3213,2125
2800,3133,2016
2641,3052,1978
2445,2750,1924
2268,2475,1890
2316,2097,1624
2375,2064,1594
2424,1639,1194
2427,1354,1063
2507,1329,731
2642,1269,740
2720,893,110
2947,935,45
3023,977,-179
3099,1002,-171
3175,994,-164
3132,1030,-158
3127,1057,-165
3123,1075,-160
3148,1216,-158
3135,1259,-206
3113,1366,-206
3124,1547,-206
3124,1619,-218
3056,1557,-253
3047,1515,-311
2853,1451,-378
2457,1381,-496
2379,1331,-571
2022,1237,-677
1831,1165,-760
1318,1007,-870
1090,704,-1060
983,414,-1442
489,-93,-1518
271,-513,-1885
-199,-1184,-1998
-399,-1513,-2240
-505,-2116,-2594
-660,-2245,-2598
-748,-2647,-3140
-954,-2948,-3204
-1096,-3225,-3652
-1208,-3400,-3634
-1276,-3441,-3623
-1374,-3479,-3744
-1485,-3532,-3909
-1537,-3563,-4023
-1311,-3581,-4017
-1281,-3597,-4054
-1227,-3585,-4097
-590,-3019,-4139
-211,-2620,-4171
334,-2108,-4191
373,-1709,-4001
838,-1595,-3945
1118,-828,-3564
1232,-556,-3497
1415,-124,-3105
1473,-16,-2804
1528,91,-2653
1578,196,-2329
1624,300,-2002
1403,401,-1678
1040,28,-1542
996,-32,-1437
501,-250,-1159
333,-288,-1106
-22,-445,-1042
7,-552,-1017
-429,-666,-992
-608,-855,-980
-656,-973,-987
-629,-971,-986
-603,-995,-994
-561,-985,-1004
-523,-1021,-1047
-491,-974,-1164
-354,-963,-1263
-218,-963,-1297
-179,-929,-1303
-53,-867,-1329
-69,-623,-1357
-97,-655,-1403
-131,-685,-1434
-155,-715,-1463
-141,-745,-1492
-130,-775,-1441
-279,-878,-1460
-539,-1089,-1447
-771,-1119,-1422
-1020,-1580,-1324
-1350,-1597,-1310
-1861,-1787,-1078
-2056,-1947,-719
-2597,-1953,-719
-2672,-1998,-719
-3129,-2225,-727
-3403,-2361,-750
-3816,-2632,-789
-3887,-2859,-1165
-4271,-3042,-1279
-4426,-3249,-1669
-4554,-3431,-1924
-4780,-3834,-2585
-5148,-4259,-2898
-5243,-4419,-3091
-5436,-4806,-3285
-5531,-5069,-3581
-5581,-5362,-3782
-5555,-5630,-4506
-5757,-6146,-4996
-6058,-6714,-5568
-5964,-6861,-5937
-5770,-7187,-6309
-5676,-7184,-6421
-5478,-7167,-6759
-5284,-7120,-6815
-5116,-7073,-6855
-4946,-7028,-6895
-4648,-6979,-6934
-4475,-6719,-6971
-4173,-6304,-6854
-3819,-5938,-6706
-3651,-5545,-6319
-3440,-5504,-6173
-3263,-4990,-5609
-3041,-4932,-5415
-2618,-4617,-5247
-2496,-4343,-4706
-2057,-4218,-4649
-1968,-3635,-4095
-1564,-3559,-3903
-1444,-3234,-3364
-1384,-3050,-3295
-1339,-2628,-2588
-1302,-2607,-2420
-1245,-2011,-1583
-1234,-1800,-1301
-1213,-1297,-489
-1254,-1184,-225
-1036,-239,688
-764,-43,816
-715,278,1084
-485,528,1483
-364,532,1555
-320,585,1924
-273,717,1953
-175,959,2289
-41,1130,2386
-34,1290,2816
44,1420,3046
49,1495,3295
36,1811,3562
55,1896,3703
35,1890,3916
15,1880,4174
-5,1847,4252
-25,1815,4441
-118,1791,4430
-254,1714,4555
-323,1640,4750
-1002,1498,4668
-1119,1368,4578
-1542,1091,4451
-2026,577,4299
-2180,218,4035
-2420,-442,3748
-2624,-733,3293
-2648,-1029,2783
-2612,-1303,2358
-2549,-1550,1911
-2459,-1781,1307
-2347,-2070,787
-2152,-2253,358
-1836,-2350,32
-1556,-2398,-335
-1319,-2420,-782
-923,-2404,-1521
-514,-2356,-1777
-206,-2288,-2185
128,-2197,-2427
410,-2114,-2679
690,-2136,-2860
968,-2020,-3069
1105,-1895,-3410
1322,-1829,-3406
1474,-1660,-3376
1633,-1713,-3339
1553,-1591,-3310
1648,-1528,-3284
1284,-1478,-3265
1167,-1449,-3247
826,-1434,-3087
622,-1434,-2820
393,-1434,-2667
225,-1434,-2401
-244,-1434,-2374
-590,-1454,-2052
-773,-1493,-1907
-1547,-1531,-1606
-2148,-1569,-1610
-2419,-1598,-1614
-3120,-1810,-1618
-3383,-1896,-1623
-3539,-1875,-1632
-3775,-2043,-1885
-4192,-2388,-2035
-4301,-2545,-2477
-4373,-3083,-3064
-4489,-3691,-3610
-4510,-4088,-3874
-4516,-4431,-4213
-4516,-4814,-4561
-4510,-5009,-5339
-4496,-5432,-5680
-4187,-5849,-6548
-4053,-5887,-6721
-3975,-6459,-7367
-3839,-6500,-7649
-3713,-6541,-7704
-3518,-6513,-7704
-3421,-6484,-7704
-3297,-6455,-7704
-3221,-6424,-7704
-3144,-6327,-7649
-3067,-6106,-7423
-2990,-6064,-7320
-2931,-5899,-7032
-2966,-5873,-6951
-3250,-5831,-6548
-3250,-5699,-6456
-3250,-5495,-5981
-3349,-5462,-5645
-3382,-5050,-5288
-3433,-4873,-4890
-3501,-4291,-4364
-3560,-4230,-4233
-3622,-4202,-3886
-3711,-4024,-3560
-3758,-3939,-3141
-3804,-3934,-2768
-3911,-3800,-2652
-3978,-3656,-2421
-4176,-3549,-2150
-4278,-3447,-2021
-4271,-3345,-1835
-4227,-3160,-1719
-4200,-3014,-1619
-4152,-2885,-1498
-4102,-2684,-1408
-3984,-2512,-1163
-3862,-2103,-969
-3722,-1933,-899
-3563,-1689,-728
-3401,-1464,-624
-3196,-1296,-578
-2974,-1161,-161
-2772,-830,-100
-2520,-673,219
-2308,-329,257
-2123,79,531
-1827,324,700
-1488,905,1127
-1224,1116,1231
-915,1633,1442
-570,1831,1439
-151,1980,1395
145,2111,1489
480,2448,1333
733,2414,1619
916,2686,1793
912,2821,2318
1070,2853,2546
1125,2883,2903
1068,3125,2902
1005,3109,3124
795,3062,3125
356,3263,3080
19,3005,3029
36,2854,2918
-299,2330,2874
-454,2161,2915
-349,1889,2942
-685,1642,2764
-714,1577,2472
-618,1165,2348
-607,1127,2196
-599,606,1765
-594,505,1712
-589,440,1299
-584,153,563
-179,132,-9
123,-95,-558
249,-345,-1043
257,-414,-1396
269,-717,-1832
326,-911,-2228
460,-1402,-2851
529,-1875,-3595
578,-2235,-4088
692,-2499,-4667
700,-2788,-4677
921,-2941,-4672
436,-3181,-4658
148,-3207,-4644
-237,-3520,-4630
-697,-3788,-4631
-1243,-3833,-4426
-1505,-3827,-4205
-2015,-3881,-3975
-2499,-3846,-3641
-2514,-3821,-3555
-2504,-3809,-3470
-2521,-3808,-3444
-2928,-3697,-3298
-3038,-3516,-3098
-3041,-3452,-3038
-3042,-3419,-3036
-3055,-3374,-3030
-3072,-3354,-3025
-3052,-3336,-3021
-3057,-3228,-3077
-2736,-3220,-3287
-2483,-3160,-3380
-2143,-3122,-3475
-1874,-3092,-3485
-1812,-3119,-3494
-1330,-3152,-3502
-1425,-3115,-3508
-1049,-2859,-3510
-953,-2399,-2963
-624,-2172,-2921
-672,-1990,-2506
-273,-1095,-1841
-278,-1071,-1739
-280,-525,-1023
-258,-213,-587
-241,128,16
-138,276,204
-54,500,579
154,658,701
189,670,873
330,715,965
518,703,989
742,735,1122
716,739,1202
701,792,1403
690,792,1511
681,769,1821
676,741,2348
663,769,2471
608,794,2778
246,845,2897
241,889,2943
-64,960,3220
-323,945,3372
-346,898,3483
-367,839,3569
-774,885,4039
-870,929,4008
-920,1053,3935
-944,963,3844
-969,937,3733
-994,834,3620
-1018,699,3485
-1101,552,3287
-1160,445,2897
-774,291,2154
-896,87,1981
-1039,-20,1332
-1191,-74,1042
-1363,-235,393
-1558,-340,189
-1869,-663,-236
-1988,-1479,-901
-2327,-1780,-1118
-2760,-2281,-1558
-2924,-2795,-2112
-3295,-3431,-2509
-3469,-3940,-3047
-3898,-4768,-3251
-4145,-5109,-3520
-4263,-5216,-3803
-4475,-5248,-4066
-4276,-5159,-4269
-4056,-5162,-4404
-3827,-5167,-4460
-3597,-5150,-4471
-3336,-5031,-4294
-3123,-4710,-4209
-2937,-4553,-4135
-2758,-4247,-4027
-2541,-3868,-3789
-2315,-3744,-3524
-2077,-3627,-3449
-1829,-3477,-3451
-1573,-3327,-3502
-1310,-3156,-3547
-1114,-2966,-3423
-846,-2765,-3341
-547,-2554,-3255
-269,-2355,-3266
56,-2073,-2983
287,-1862,-2973
519,-1679,-2676
717,-1187,-2585
894,-821,-2431
1077,-591,-2272
1239,-298,-2068
1310,-81,-1772
1399,194,-1630
1442,420,-1463
1448,626,-1285
1458,825,-1099
1456,992,-917
1500,1088,-784
1449,1179,-663
1612,1246,-486
1525,1345,-434
1563,1395,-320
1813,1464,-273
1910,1531,-294
1994,1635,-238
2106,1734,-102
2295,1710,0
2489,1822,142
2575,1941,211
2702,2088,57
2798,2189,65
3071,2281,-87
3158,2369,-91
3363,2452,-137
3509,2519,-48
3542,2622,-22
3831,2571,-414
4135,2615,-442
4375,2626,-665
4422,2675,-699
4604,2779,-840
4678,2882,-841
4887,2920,-827
5177,3060,-784
5388,3199,-718
5529,3339,-620
5572,3543,-515
5610,3658,-398
5641,3768,-299
5666,3877,112
5684,3997,237
5411,4091,398
5304,3824,557
4960,3799,749
4662,3487,820
4437,3276,929
4188,3115,1080
4018,2832,1172
3615,2812,1273
3480,2538,1331
3307,2509,1420
3270,2538,1455
3099,2566,1511
3113,2593,1595
3137,2620,1703
3114,2647,1975
3119,2674,2241
3161,2837,2322
3211,2853,2402
3252,2997,2486
3253,3051,2568
3253,3105,2611
3253,3495,2826
3240,3503,2868
3212,3510,2943
3191,3515,2979
3152,3519,3014
3071,3484,3047
3037,3482,3075
2926,3348,3008
2882,3274,2955
2622,3138,2620
2560,2662,2443
2255,2561,2392
2083,2144,2105
1958,1996,1926
1676,1553,1795
1530,1548,1765
1445,1521,1720
1029,1531,1695
888,1392,1677
573,1396,1662
409,1341,1687
191,1220,1928
2,1120,1937
-231,973,1929
-336,879,1921
-651,849,1916
-935,827,1897
-1039,791,1897
-1028,646,1866
-996,651,1768
-941,680,1686
-874,717,1693
-796,764,1527
-713,784,1366
-499,853,1322
-104,920,760
386,985,567
662,1078,384
852,1405,334
912,1388,219
961,1369,70
1002,1351,35
1036,1344,23
1061,1339,-1
1043,1326,-1
1020,1198,-1
987,1191,-1
685,950,92
664,673,102
373,653,379
-250,126,488
-764,-338,513
-1188,-665,514
-1253,-796,522
-1247,-796,552
-1300,-796,582
-1296,-796,582
-1291,-796,630
-1285,-793,630
-1280,-697,708
-1219,-698,711
-1103,-412,764
-815,-301,764
-456,-25,712
-242,426,684
-244,489,692
172,663,662
159,761,671
170,779,500
573,797,357
725,815,317
1147,829,-62
1205,836,-69
1394,834,-125
1408,831,-101
1795,826,-565
1928,814,-570
2041,873,-604
2225,898,-624
2435,961,-596
2484,968,-578
2675,1001,-683
2782,1108,-645
2841,1163,-595
2901,1230,-554
2970,1297,-482
3050,1282,-416
3055,1251,-352
3107,1232,-288
3030,1279,-225
2721,1158,-162
2783,1126,-225
2838,1030,-203
2841,1106,-239
2904,1053,-226
2713,989,-203
2742,889,-167
2683,869,-119
2682,705,-75
2664,768,-50
2629,690,5
2315,769,23
2338,851,23
2453,925,80
2483,991,496
2513,1060,542
2574,1193,734
2675,1464,930
2596,1959,1224
2620,2256,1286
2649,2585,1735
2751,2603,1863
2752,2606,1878
2753,2609,1885
2753,2612,1885
2613,2617,1885
2563,2612,1884
2485,2518,1884
2192,2208,1876
1705,1885,1804
1487,1247,1527
1240,662,1090
1143,149,694
787,-671,170
585,-1373,-271
231,-2448,-716
140,-2610,-1203
-218,-3130,-1383
-415,-3675,-2104
-592,-3907,-2359
-915,-4399,-3002
-1027,-4486,-3040
-1093,-4486,-3261
-1159,-4486,-3461
-1224,-4486,-3491
-1256,-4486,-3491
-1256,-4481,-3491
-984,-4183,-3496
-761,-3872,-3521
-664,-3250,-3517
-327,-3153,-3425
-193,-2263,-3370
-92,-2240,-3340
225,-1527,-3322
323,-1454,-3262
1022,-600,-3059
1187,-37,-2670
1288,360,-2432
1445,677,-1992
1436,770,-1758
1422,998,-1601
1404,1057,-1102
1383,1114,-852
1219,1182,-591
1128,1214,-144
904,1264,182
697,1319,617
292,1351,1278
120,1420,1391
-144,1346,1784
-394,1321,2115
-562,1162,2556
-720,1202,2711
-858,1081,2641
-987,1010,2572
-1079,846,2501
-981,713,2430
-745,653,2293
-620,647,2225
-354,606,2060
-338,593,1955
-174,535,1899
-160,503,1723
-159,450,1571
-193,381,1434
-228,330,1292
-425,158,1171
-445,-72,1048
-533,-249,910
-562,-445,726
-681,-659,496
-809,-790,300
-812,-988,101
-1048,-1150,-176
-1144,-1416,-320
-1406,-1755,-500
-1412,-1935,-750
-1955,-2176,-914
-1893,-2364,-1113
-2488,-2492,-1412
-2632,-2826,-1601
-3085,-3237,-1725
-3332,-3639,-2117
-3679,-3761,-2177
-3983,-4195,-2581
-3962,-4320,-3076
-4601,-4938,-3249
-4695,-5381,-3907
-5159,-5697,-4028
-5396,-6001,-4510
-5690,-6287,-4701
-6093,-6439,-4800
-6094,-6811,-5191
-6688,-6851,-5421
-6709,-6904,-5467
-6737,-7056,-5554
-6848,-7271,-5571
-7477,-7308,-5651
-7564,-7756,-5682
-7775,-7994,-5744
-7799,-7990,-5820
-7823,-7995,-5960
-7843,-8110,-6047
-7862,-8103,-6005
-7879,-8095,-5963
-7864,-8087,-5921
-7724,-8079,-5878
-7689,-8070,-5835
-7533,-7701,-5607
-7270,-7548,-5495
-7216,-7216,-5320
-7005,-7075,-5116
-6638,-6862,-5116
-6550,-6713,-5116
-6520,-6657,-5116
-6152,-6609,-5090
-5923,-6302,-5089
-5423,-6222,-5050
-4785,-5886,-5054
-4440,-5502,-5054
-4043,-5205,-5089
-3487,-4864,-5119
-3131,-4383,-5119
-2435,-3974,-5089
-1842,-3676,-5054
-1334,-3398,-5002
-724,-3045,-5002
-601,-2816,-4900
-381,-2540,-4888
39,-2466,-4646
79,-2419,-4628
88,-2146,-4406
131,-2121,-4399
275,-2106,-4299
586,-1944,-4010
894,-1803,-3994
954,-1695,-3982
937,-1323,-3901
913,-1335,-3579
921,-1013,-3625
1134,-1092,-3669
1534,-1153,-3712
1582,-1237,-3754
1570,-1179,-3784
1755,-1242,-3954
1756,-1333,-4259
2041,-1455,-4281
2010,-1492,-4302
1977,-1529,-4323
1961,-1519,-4333
1961,-1495,-4333
1961,-1467,-4171
1649,-1467,-3799
1623,-1387,-3458
1559,-1164,-3131
1586,-1164,-2745
1583,-913,-2562
1613,-904,-2457
1641,-772,-2180
1669,-665,-2072
1697,-391,-1752
1761,-366,-1439
1931,-208,-1392
2108,91,-1068
2164,284,-975
2511,450,-955
2522,489,-826
2536,546,-751
2582,637,-543
2784,670,-444
2905,682,-418
2887,739,-407
2885,766,-258
2843,1238,133
2791,1277,304
2742,1376,401
2851,1368,379
2849,1669,357
3357,1916,335
3719,1902,314
3898,2106,184
4356,2333,101
4682,2293,-35
4873,2530,-206
5316,2463,-533
5682,2396,-708
5996,2522,-862
6071,2425,-1079
6005,2327,-1192
5935,2230,-1324
5864,2134,-1358
5857,2012,-1409
5845,1889,-1475
5783,1791,-1540
5727,1693,-1455
5641,1596,-1496
5570,1508,-1537
5504,1414,-1535
5437,1417,-1559
5345,1592,-1547
5271,1604,-1584
5200,1668,-1529
5160,1653,-1216
5080,1608,-1267
4984,1843,-1109
4879,1739,-1164
4762,1647,-1123
4558,2123,-1119
4374,1987,-1274
4290,1919,-1442
4195,1738,-1590
4107,1536,-1778
3934,1314,-1984
3749,1088,-2179
3527,861,-2466
3331,476,-2745
3113,-301,-3022
2863,-614,-3361
2380,-1468,-3533
2046,-1761,-4091
1755,-2635,-4459
1381,-2973,-5048
961,-3646,-5558
600,-3889,-5778
276,-4230,-6400
-61,-4410,-6609
-152,-4618,-6728
-506,-4874,-6798
-456,-5116,-6856
-734,-5323,-6930
-901,-5516,-6925
-1117,-5578,-7012
-1094,-5600,-7097
-1160,-5472,-7297
-1089,-5498,-7342
-1114,-5571,-7360
-943,-5705,-7349
-808,-5311,-7330
-574,-5443,-7325
-777,-5487,-7433
-780,-5275,-7529
-702,-5057,-7612
-1085,-4918,-7635
-1292,-4839,-7329
-1494,-4357,-7167
-1712,-4587,-7156
-1919,-4585,-6475
-2263,-4635,-6093
-2635,-4777,-6002
-2876,-4910,-5956
-3214,-5073,-5920
-3438,-5247,-5798
-3713,-5327,-5406
-3999,-5422,-5261
-4257,-5573,-4968
-4399,-5620,-4712
-4624,-5611,-4281
-4910,-5552,-4055
-5106,-5420,-3766
-5257,-5204,-3405
-5275,-5034,-2990
-5006,-4749,-2635
-4958,-4404,-2255
-4842,-3776,-1668
-4818,-3443,-1209
-4543,-2999,-829
-4415,-2473,-422
-4204,-1980,-97
-3864,-1628,75
-3559,-1308,190
-3172,-1003,225
-2757,-720,197
-2239,-461,160
-1900,-314,108
-1549,-189,64
-1152,-162,63
-841,-138,58
-516,-118,131
-332,-85,205
-222,28,278
231,145,361
228,168,440
261,700,563
303,686,786
670,1202,1185
736,1648,1411
765,2202,2026
851,2726,2427
1153,3151,2952
1447,3413,3470
1643,3410,3926
1935,3759,4186
1976,3987,4730
2241,4352,4710
1919,4396,5277
2197,4515,5179
2058,4800,5285
2362,5027,5327
2260,4973,5218
2404,4970,4976
2788,5053,4902
2761,5027,4774
3091,4953,4458
3447,4969,4026
3808,4771,3493
4086,4685,3066
4224,4364,2578
4217,4072,2038
4330,3782,1449
4341,3416,907
4303,2996,293
4205,2540,-205
4027,2050,-647
3778,1526,-1056
3465,1034,-1411
3161,528,-1746
2686,10,-2005
2199,-391,-2060
1650,-881,-2221
1145,-1229,-2404
583,-1450,-2598
100,-1626,-2613
-319,-1775,-2751
-688,-1997,-2830
-1636,-2196,-2797
-2068,-2915,-2988
-2642,-2956,-3093
-2917,-3001,-3356
-3162,-3478,-3311
-3425,-3782,-3722
-3954,-3879,-3627
-4127,-4321,-3858
-4230,-4391,-3940
-4247,-4259,-3945
-4329,-4365,-4036
-4386,-4370,-4000
-4520,-4404,-4024
-4650,-4345,-3946
-4272,-4297,-3920
-4303,-4155,-3877
-4322,-4093,-3834
-4206,-4018,-3761
-4197,-3947,-3736
-4122,-3886,-3720
-4035,-3691,-3711
-4012,-3660,-3711
-4062,-3584,-3648
-3951,-3574,-3654
-3840,-3609,-3469
-3708,-3610,-3452
-3726,-3631,-3169
-3583,-3498,-3086
-3799,-3417,-2684
-3673,-3222,-2284
-3551,-3102,-2045
-3428,-2845,-1765
-3306,-2560,-1483
-3203,-2317,-1173
-3002,-2080,-795
-2721,-1792,-423
-2414,-1285,-107
-2300,-1212,207
-1918,-1082,258
-1347,-864,323
-1253,-676,225
-1028,-596,466
-1008,-411,747
-1019,-270,958
-998,-271,1202
-932,-103,1442
-809,105,1665
-687,326,1983
-645,524,2510
-611,826,2817
-482,1079,3291
-332,1554,3670
-121,1867,3938
119,2429,4395
389,2746,4540
640,3056,4762
894,3294,4822
1148,3521,4850
1495,3734,4860
1733,3933,4856
1880,4116,4837
2054,4014,4329
2057,3666,4059
2160,3142,2996
2149,2916,2671
2068,2215,1740
1809,1869,1546
1345,952,773
1236,726,463
964,298,97
771,130,-278
685,-402,-1072
383,-1060,-1245
147,-1451,-2008
-488,-2265,-2173
-769,-2481,-2488
-1187,-3107,-2843
-1802,-3668,-2978
-2035,-3742,-3159
-2250,-3847,-3085
-2439,-3859,-3055
-2590,-3863,-3013
-2719,-3864,-3089
-2818,-3847,-3058
-2882,-3848,-3053
-2720,-3624,-3010
-2634,-3321,-2966
-2149,-3070,-2911
-1876,-2771,-2812
-1826,-2227,-2745
-1691,-1859,-2561
-1692,-1826,-2535
-1455,-1630,-2486
-1455,-1609,-2376
-1456,-1591,-2109
-1456,-1315,-1849
-1676,-1171,-1782
-1689,-1148,-1531
-1685,-1016,-1321
-1722,-961,-1089
-1734,-655,-792
-1711,-537,-693
-1779,-471,-500
-1885,-325,-399
-1967,-267,-248
-1448,-17,-29
-887,749,105
-501,892,130
-21,1390,332
131,1391,446
867,1699,516
871,2127,882
1408,2412,988
1831,3204,1449
2147,3546,1700
2533,4345,2234
2651,4364,2512
2869,4864,3080
3471,5206,3147
3645,5476,3817
4274,5985,3883
4511,5994,4285
4855,6402,4512
5256,6686,4934
5824,6874,4993
6764,6995,4936
6963,7294,4937
7714,7356,4872
7740,7316,4782
7763,7264,4670
7784,7209,4574
7802,7003,4337
7814,6932,4111
7205,6200,3780
7016,5825,3167
6666,5399,3089
6505,5263,2629
6430,5214,2510
6415,5113,2463
6358,4955,2353
5246,3985,1939
5084,3813,1661
4146,3265,1687
4149,3002,1391
3466,2604,1422
2995,2398,1408
2832,2405,1459
2388,1979,1460
2166,1933,1531
1540,1905,1514
1103,1862,1518
989,1808,1543
775,1737,1587
619,1667,1664
370,1578,1635
266,1536,1727
103,1513,1792
-8,1431,1807
-262,1361,1894
-483,1272,1860
-722,1158,1818
-980,946,1628
-1237,769,1607
-1544,539,1291
-1766,329,1316
-1975,129,1267
-2169,-85,1227
-2347,-366,929
-2509,-594,846
-2660,-832,552
-2883,-1063,241
-3000,-1292,157
-3174,-1543,6
-3291,-1811,-394
-3372,-2053,-1050
-3448,-2229,-1400
-3561,-2576,-1563
-3612,-3009,-1974
-3570,-3189,-2126
-3499,-3348,-2755
-3451,-3469,-2834
-3394,-3738,-3483
-3329,-3721,-3550
-3207,-3670,-3609
-2982,-3728,-3933
-2890,-3600,-4036
-2767,-3484,-4032
-2642,-3396,-4161
-2567,-3281,-4163
-2342,-3218,-4155
-2244,-3067,-4114
-1904,-2850,-4083
-1616,-2662,-4016
-1341,-2446,-3915
-1114,-2273,-3801
-650,-2131,-3617
-270,-1967,-3426
54,-1767,-3279
305,-1545,-3058
559,-1303,-2917
749,-1046,-2765
921,-786,-2503
1077,-580,-2316
1225,-462,-2177
1395,-307,-1996
1515,-82,-1837
1665,135,-1638
1799,199,-1833
2126,228,-1890
2630,469,-1680
2896,739,-1878
3188,1037,-1649
3412,1283,-1702
3908,1314,-1547
4192,1583,-1338
4385,1814,-1115
4532,1903,-898
4675,2038,-695
4799,2268,-487
4904,2348,-297
5006,2356,-54
5103,2496,122
5182,2598,293
5210,2702,467
5268,2796,580
5330,2832,681
5444,2879,846
5444,2952,959
5135,3085,1090
5084,3054,1133
4936,3200,1406
5021,3402,1398
4970,3597,1712
4644,3744,1786
4562,3779,1985
4131,3708,2137
3960,3633,2412
3780,3573,2580
3338,3643,2725
3099,3649,2884
2770,3614,3066
2451,3577,3302
2068,3429,3418
1786,3162,3506
1483,2968,3562
1198,2672,3558
992,2373,3562
812,2163,3451
660,1914,3318
540,1697,3162
617,1558,2968
519,1365,2826
442,1399,2630
331,1320,2510
317,1182,2312
263,1075,2290
213,1059,2160
159,972,2036
61,937,1919
-30,865,1920
-83,769,1777
-135,575,1634
-190,499,1507
-305,399,1422
-382,351,1341
-576,293,1290
-640,175,1225
-832,107,1095
-1218,27,1134
-1353,-66,1246
-1509,-261,1163
-1659,-396,1167
-1838,-561,1065
-2013,-801,962
-2172,-842,810
-2297,-1052,704
-2386,-993,564
-2420,-1103,524
-2451,-1119,435
-2301,-1042,294
-2359,-1110,484
-2241,-670,578
-2447,-937,539
-2340,-770,364
-2441,-947,307
-2616,-1185,170
-2812,-1228,81
-2860,-1505,8
-3028,-1774,-142
-3155,-2010,-276
-3391,-2174,-413
-3439,-2465,-590
-3421,-2427,-777
-3442,-2646,-972
-3607,-2872,-1079
-3678,-3041,-1069
-3696,-3267,-1297
-3733,-3388,-1513
-3755,-3473,-1730
-3690,-3656,-1944
-3702,-3752,-2155
-3623,-4039,-2428
-3511,-4298,-2868
-3306,-4376,-3172
-3075,-4371,-3450
-2725,-4339,-3672
-2395,-4277,-3797
-2061,-4184,-3901
-1713,-4061,-3993
-1251,-3702,-4064
-793,-3188,-4075
-324,-2592,-3625
2,-2002,-3304
429,-1330,-3003
591,-733,-2530
865,-339,-2192
1019,513,-1124
1175,819,-799
1219,955,-500
1340,1084,-269
1360,1296,-58
1314,1460,168
1467,1512,341
1396,1533,586
1325,1548,697
1260,1548,1122
1202,1540,1269
1192,1464,1548
1192,1236,1594
614,785,1960
252,334,1939
99,249,2108
94,53,2067
-30,-56,1978
-361,-315,1916
-745,-421,1805
-708,-479,1717
-671,-535,1614
-631,-588,1477
-583,-631,1341
-526,-676,1034
-382,-565,712
-339,-524,531
-281,-519,374
-222,-509,319
-115,-497,136
-67,-483,2
-17,-467,-58
28,-452,-373
35,-581,-416
35,-732,-651
37,-770,-704
39,-811,-956
71,-874,-1036
137,-1236,-1082
152,-1469,-1126
137,-1431,-1170
155,-1399,-1212
156,-1366,-1235
88,-1341,-1187
-45,-1323,-1049
-157,-1244,-730
-249,-1066,-551
-281,-444,-119
-357,-366,246
-365,-142,316
-456,153,689
-544,300,703
-456,361,1180
-419,805,1384
-294,1013,1793
-204,1259,1923
-58,1385,2432
113,1558,2484
330,2065,3012
515,2394,3217
797,2672,3614
1058,3058,3841
1646,3369,3950
2130,3702,3920
2517,4104,3875
2843,4174,3839
3046,4237,3782
3293,4372,3714
3542,4465,3667
3796,4502,3770
4063,4924,3732
4119,5161,3716
4156,5196,3745
4192,5230,3745
4210,5318,3797
4210,5318,3806
4142,5322,4006
3986,5322,4389
3818,5322,4649
3666,5318,4711
3309,5318,5018
3235,5087,5384
3056,4960,5482
2730,4908,5957
2559,4896,5957
2498,4826,5957
2399,4548,5957
2399,4426,5957
2384,4154,5957
2361,4069,5948
2324,3705,5518
2302,3556,5321
2262,3411,4982
2241,3370,4837
2272,2860,4393
2490,2732,3842
2576,2660,3564
2651,2600,3271
2764,2595,3018
2746,2594,2706
2721,2643,2689
2689,2697,2399
2649,2666,2360
2568,2688,2356
2365,2707,2359
2209,2688,2373
2114,2683,2367
1838,2677,2366
1435,2585,2379
1201,2203,2397
553,1754,2432
394,1658,2427
238,1636,2439
-381,1587,2423
-418,1512,2431
-485,1502,2427
-682,1502,2466
-654,1501,2536
-629,1483,2568
-589,1515,2546
-535,1560,2557
-469,1611,2570
-343,1675,2583
-232,1713,2394
-174,1763,2403
-76,1808,2410
-52,1782,2270
17,1814,2262
4,1823,2110
181,1839,1991
328,1870,1928
393,1667,1843
194,1523,1828
-330,1283,1618
-345,980,1412
-885,814,1389
-1210,173,1378
-1503,32,1368
-1671,-83,1156
-1717,-631,783
-1828,-1060,469
-1797,-1483,267
-1803,-1458,65
-1826,-1830,-424
-1861,-2030,-662
-1871,-2027,-1005
-1895,-2024,-1564
-1897,-2053,-1592
-1916,-2163,-2003
-1913,-2208,-2216
-1919,-2203,-2265
-1925,-2227,-2680
-1931,-2295,-2806
-1961,-2398,-2961
-1978,-2430,-3160
-1990,-2482,-3262
-2037,-2549,-3393
-2057,-2775,-3461
-2130,-3051,-3441
-2448,-3202,-3432
-2678,-3674,-3444
-2717,-3688,-3373
-2828,-3701,-3340
-2863,-3708,-3190
-3183,-3714,-2710
-3266,-3719,-2489
-3338,-3646,-2394
-3378,-3536,-2144
-3390,-3392,-1941
-3396,-3344,-1714
-3395,-3162,-1644
-3290,-3055,-1242
-3253,-2862,-1144
-3228,-2787,-1059
-3027,-2556,-752
-2971,-2325,-408
-2947,-2000,-116
-2807,-1781,160
-2492,-1482,213
-2472,-1452,495
-2262,-1174,577
-2046,-977,796
-1587,-665,830
-1376,-445,876
-864,77,882
-596,77,932
-144,456,932
-109,534,932
68,566,932
292,884,926
355,1032,882
863,1062,830
1219,1222,735
1554,1392,673
1642,1395,604
2166,1690,476
2268,1684,366
